,label,watts
18175,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2710.2
42816,LED Tube Light & Inverter Deep Freezer,141.2
11904,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,826.0
30293,LED Bulbs & Conventional Fridge & Washing Machine & LED TV,625.7
40707,LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2337.9
30208,LED Bulbs & Conventional Fridge & Washing Machine & Inverter Deep Freezer,689.3
7831,Ceiling Fans & LED Bulbs & Iron & LED TV,1211.4
45934,Washing Machine,372.6
31669,LED Bulbs & Iron & Washing Machine & Inverter Deep Freezer,1524.8
45612,Microwave Oven,997.8
6708,Ceiling Fans & LED Bulbs & Conventional Fridge & Microwave Oven,1314.1
42819,LED Tube Light & Inverter Deep Freezer,141.5
35902,LED Bulbs & LED Tube Light & Iron & Inverter Deep Freezer,1173.4
8194,Ceiling Fans & LED Bulbs & Iron & Microwave Oven,2151.5
43394,LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2224.4
19432,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1688.5
9531,Ceiling Fans & LED Bulbs & LED Tube Light,152.3
30460,LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1624.2
36954,LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2602.1
19204,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1747.6
12203,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1882.0
45405,LED Tube Light & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1575.3
35702,LED Bulbs & LED Tube Light & Inverter Deep Freezer,149.9
12515,Ceiling Fans & LED Bulbs & LED Tube Light & Inverter Deep Freezer,273.4
10474,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine,1719.0
30455,LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1623.7
36812,LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1603.4
9987,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV,1412.4
22492,Ceiling Fans & Microwave Oven & Inverter Deep Freezer,1241.4
18503,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1374.9
32351,LED Bulbs & LED TV,72.2
1470,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2871.5
45622,Microwave Oven,996.8
39086,LED Bulbs & Washing Machine & LED TV & Microwave Oven,1442.3
23992,Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2384.5
30089,LED Bulbs & Conventional Fridge & Washing Machine,563.5
2095,Ceiling Fans & Conventional Fridge & Microwave Oven,1299.7
31964,LED Bulbs & Iron & Washing Machine & LED TV & Microwave Oven,2459.6
2476,Ceiling Fans & Conventional Fridge & Washing Machine & LED TV,728.0
44879,LED Tube Light & Washing Machine,386.3
4071,Ceiling Fans & Iron & Washing Machine & LED TV,1572.3
29851,LED Bulbs & Conventional Fridge & Microwave Oven,1191.6
25084,Conventional Fridge & LED TV & Inverter Deep Freezer,364.5
36996,LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2603.6
27496,Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2571.5
6056,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2885.6
11751,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine,698.7
34359,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2723.8
46109,Washing Machine & LED TV,431.9
30886,LED Bulbs & Iron,1028.2
41614,LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,378.2
6034,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2882.1
44517,LED Tube Light & LED TV & Microwave Oven,1076.1
13670,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven,2597.9
7339,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1866.5
8684,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1701.0
16463,Ceiling Fans & LED TV & Microwave Oven,1183.9
18152,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2703.6
14977,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1580.9
45776,No load,0.0
8615,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV,1583.7
16869,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron,1334.5
14447,Ceiling Fans & LED Bulbs & LED Tube Light & Microwave Oven,1152.5
29683,LED Bulbs & Conventional Fridge & LED TV & Microwave Oven,1250.2
13000,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven,2233.4
35072,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,699.2
37740,LED Bulbs & LED Tube Light & Microwave Oven & Inverter Deep Freezer,1155.2
43315,LED Tube Light & Iron & LED TV & Microwave Oven,2098.0
18076,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2892.4
16612,Ceiling Fans & LED Tube Light,138.6
44259,LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2527.6
40571,LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2404.2
8326,Ceiling Fans & LED Bulbs & Iron & Microwave Oven & Inverter Deep Freezer,2275.1
16610,Ceiling Fans & LED Tube Light,138.4
13075,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2354.8
20136,Ceiling Fans & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2338.4
1414,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2750.5
26852,Iron & Microwave Oven,2019.2
27099,Iron & Washing Machine,1392.8
14896,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,704.9
33720,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine,1600.6
9565,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge,328.9
21297,Ceiling Fans & LED Tube Light & LED TV & Microwave Oven,1197.6
6128,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2698.8
32638,LED Bulbs & LED TV & Microwave Oven & Inverter Deep Freezer,1196.6
16731,Ceiling Fans & LED Tube Light & Conventional Fridge,321.4
38863,LED Bulbs & Washing Machine & LED TV,441.3
11259,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & LED TV,392.2
9186,Ceiling Fans & LED Bulbs & LED TV,196.2
40014,LED Tube Light & Conventional Fridge & Inverter Deep Freezer,323.1
21434,Ceiling Fans & LED Tube Light & LED TV & Microwave Oven & Inverter Deep Freezer,1321.5
44997,LED Tube Light & Washing Machine & Inverter Deep Freezer,506.6
45285,LED Tube Light & Washing Machine & LED TV & Microwave Oven,1449.4
25759,Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,732.3
11487,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1510.8
11131,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2840.0
18172,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2709.9
2464,Ceiling Fans & Conventional Fridge & Washing Machine & LED TV,729.2
17394,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Microwave Oven,2336.6
30779,LED Bulbs & Inverter Deep Freezer,132.8
42872,LED Tube Light & Iron,1036.8
20564,Ceiling Fans & LED Tube Light & Iron & Washing Machine & Inverter Deep Freezer,1655.5
4741,Ceiling Fans & LED Bulbs & Conventional Fridge & Inverter Deep Freezer,434.0
25508,Conventional Fridge & Washing Machine,547.1
31293,LED Bulbs & Iron & LED TV & Microwave Oven,2095.6
3460,Ceiling Fans & Iron & LED TV & Microwave Oven,2199.7
29333,LED Bulbs & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2578.8
35939,LED Bulbs & LED Tube Light & Iron & Inverter Deep Freezer,1177.1
36519,LED Bulbs & LED Tube Light & Iron & Washing Machine,1417.1
198,Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,421.3
40377,LED Tube Light & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1403.0
30892,LED Bulbs & Iron,1027.6
33116,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1356.9
25438,Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1303.5
39914,LED Tube Light & Conventional Fridge,199.2
9289,Ceiling Fans & LED Bulbs & LED TV & Microwave Oven,1191.2
14741,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & Inverter Deep Freezer,643.0
24212,Conventional Fridge & Iron & Washing Machine,1569.3
14934,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1578.9
24053,Conventional Fridge & Iron & Microwave Oven,2197.0
20019,Ceiling Fans & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1341.0
11470,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1512.5
45692,Microwave Oven & Inverter Deep Freezer,1121.9
5528,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2457.4
23444,Conventional Fridge & Inverter Deep Freezer,304.3
25468,Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1306.5
46207,Washing Machine & LED TV & Inverter Deep Freezer,555.6
19461,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1691.4
37779,LED Bulbs & LED Tube Light & Washing Machine,398.5
15030,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1701.4
36825,LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1604.7
38061,LED Bulbs & LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,580.6
42154,LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,688.8
36436,LED Bulbs & LED Tube Light & Iron & Microwave Oven & Inverter Deep Freezer,2169.3
41837,LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1383.4
1985,Ceiling Fans & Conventional Fridge & LED TV & Microwave Oven,1363.0
42313,LED Tube Light & Conventional Fridge & Washing Machine & LED TV,632.5
21189,Ceiling Fans & LED Tube Light & LED TV,201.3
9925,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV,1409.3
41041,LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1770.9
44445,LED Tube Light & LED TV & Inverter Deep Freezer,197.2
43569,LED Tube Light & Iron & Microwave Oven & Inverter Deep Freezer,2163.7
45297,LED Tube Light & Washing Machine & LED TV & Microwave Oven,1450.6
38905,LED Bulbs & Washing Machine & LED TV,442.4
19030,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & LED TV,746.8
5158,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1516.8
44921,LED Tube Light & Washing Machine,389.4
29501,LED Bulbs & Conventional Fridge & LED TV,250.2
32589,LED Bulbs & LED TV & Microwave Oven & Inverter Deep Freezer,1193.8
28153,LED Bulbs & Conventional Fridge & Iron & Inverter Deep Freezer,1331.5
5822,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV,1766.5
29848,LED Bulbs & Conventional Fridge & Microwave Oven,1191.9
11348,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,515.0
6202,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2823.5
20349,Ceiling Fans & LED Tube Light & Iron & Microwave Oven & Inverter Deep Freezer,2282.2
13814,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2725.9
38760,LED Bulbs & Washing Machine,386.1
29111,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1768.8
26282,Inverter Deep Freezer,126.0
14150,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Inverter Deep Freezer,333.1
6872,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine,682.3
25787,Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,729.5
27811,LED Bulbs,13.2
42551,LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1752.0
24586,Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2628.3
44341,LED Tube Light & LED TV,75.5
17768,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV,1765.6
26937,Iron & Microwave Oven & Inverter Deep Freezer,2142.8
37803,LED Bulbs & LED Tube Light & Washing Machine,396.1
21488,Ceiling Fans & LED Tube Light & Microwave Oven,1136.7
42277,LED Tube Light & Conventional Fridge & Washing Machine & LED TV,628.9
31727,LED Bulbs & Iron & Washing Machine & Inverter Deep Freezer,1526.5
37182,LED Bulbs & LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2544.0
32671,LED Bulbs & LED Tube Light,29.7
32429,LED Bulbs & LED TV & Inverter Deep Freezer,191.6
10996,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2906.2
43465,LED Tube Light & Iron & Microwave Oven,2039.4
35466,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1765.3
18338,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV,378.3
11778,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine,696.0
18670,Ceiling Fans & LED Tube Light & Conventional Fridge & Microwave Oven,1316.4
314,Ceiling Fans & Conventional Fridge & Iron,1315.8
15965,Ceiling Fans & LED Bulbs & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1680.9
21974,Ceiling Fans & LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,686.6
2000,Ceiling Fans & Conventional Fridge & LED TV & Microwave Oven,1364.5
5003,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Inverter Deep Freezer,1459.5
14181,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Inverter Deep Freezer,336.2
37616,LED Bulbs & LED Tube Light & Microwave Oven,1026.6
1655,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2811.2
42843,LED Tube Light & Inverter Deep Freezer,143.9
25560,Conventional Fridge & Washing Machine,553.6
24178,Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2324.9
17280,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven,2401.7
7625,Ceiling Fans & LED Bulbs & Inverter Deep Freezer,257.8
35669,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1707.4
25299,Conventional Fridge & Microwave Oven,1179.8
31446,LED Bulbs & Iron & Microwave Oven,2032.7
41667,LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,384.6
13883,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & Microwave Oven,2540.7
11905,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,826.1
12322,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1696.2
24739,Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2756.4
41900,LED Tube Light & Conventional Fridge & Microwave Oven,1193.9
38548,LED Bulbs & Microwave Oven,1013.1
3673,Ceiling Fans & Iron & Microwave Oven,2136.6
18461,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,504.5
14948,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1577.5
29627,LED Bulbs & Conventional Fridge & LED TV & Inverter Deep Freezer,375.8
5545,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2459.1
2110,Ceiling Fans & Conventional Fridge & Microwave Oven,1298.2
25691,Conventional Fridge & Washing Machine & LED TV,607.0
1911,Ceiling Fans & Conventional Fridge & LED TV & Microwave Oven,1359.9
35449,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1763.6
39485,LED TV,63.8
18004,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2771.3
16671,Ceiling Fans & LED Tube Light & Conventional Fridge,316.1
6848,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine,679.6
34659,LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1273.5
322,Ceiling Fans & Conventional Fridge & Iron,1320.5
16027,Ceiling Fans & LED Bulbs & Washing Machine & Microwave Oven,1500.8
29852,LED Bulbs & Conventional Fridge & Microwave Oven,1191.5
10410,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2469.3
15176,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & Microwave Oven,1522.6
46201,Washing Machine & LED TV & Inverter Deep Freezer,555.0
18379,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV,382.4
10307,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Microwave Oven,2347.5
25910,Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1612.2
23094,Ceiling Fans & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1675.7
9687,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Inverter Deep Freezer,448.8
10385,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2471.8
29666,LED Bulbs & Conventional Fridge & LED TV & Microwave Oven,1251.9
3085,Ceiling Fans & Inverter Deep Freezer,246.8
6748,Ceiling Fans & LED Bulbs & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1433.5
12760,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV,1227.9
5100,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1514.5
